| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者如您不符合要求，建议退出观看

数据

沪深港资金

资金变化

北上南下 资金变化

北上南下

服务包含沪深港资金高级诊股

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

数据

沪深港资金

北上南下

服务包含沪深港资金高级诊股
| 0 |
|-|
| 本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看点金投安心投红绿灯数估值评测<NESTTABLE>还可以试试安心投固收+策略服务 |

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

点金投

安心投

安心投固收+

固收+

还可以试试安心投固收+ 策略服务

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

点金投

安心投

固

精选场内基金

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

现金收费

元年

点金投提供两种收费方式

| 0 |
|-|
| 本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看方式①现金收费方式②按笔收费不交易一次付费，使用期内随心使用元签约不收费元/年元/笔卖出点金投提供两种收费方式 |

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。点金投炒股利器一站式全能服务包

扫私彩作上比超品

风险提示

点金投服务包是一系列投资工具的组合，这些投资工具基于上海证券交易所、深圳证券交易所等公开信息建立分析模型请投资者在订阅前理解具体机制，避免发生模型策略与您预想不一致的情况。点金投服务包的信息仅供参考，不构成具体投资建议，不作为您买入和卖出的操作建议。投资者依点金投服务包中信息投资所引发或可能引发的任何损失，由投资者自行承担。市场有风险，投资需谨慎。
本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

算法

模型

点金投结合A I 算法模型

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

选股

算法

模型

点金投结合A I 算法模型

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

选股

算法 数据集

数据集

模型

量价

量价金流

北向 行情估值 资金

行情估值

借助机器学习掌握市场机会

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

选股

算法

数据集

模型

服价

龙向

借助机器学习 掌握市场机会

| 0 |
|-|
| 本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看选股算法据集模型量价金演向行情估值金短线尾盘掘金量化选股尾盘精选服务包含短线工具尾盘掘金 |

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

选股

北上资金策略

算法

模型 资金面 优质个股

短线尾盘掘金

短线

尾盘掘金

量化选股 尾盘精选

中线工具北上资金策略

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者如您不符合要求建议退出观看

选股

北上资金策略

| 算法 | 中线 | 资金面 | 优质个股 |
| 模型 | | | |
|-|-|-|-|
| | 短线 | | |
| | 尾盘掘金 | | |
| | 量化选股 | 尾盘精选 | |
| | 根据不同风格为您精选股票池 | | |

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

选股

北上资金策略

| 算法 | 中线 | 资金面 | 优质个股 |
| 模型 | | | |
|-|-|-|-|
| | 短线 | | |
| | 尾盘掘金 | | |
| | 量化选股 | 尾盘精选 | |
| 根据不同风格为您精选股票池 | | | |
您的投资是否遇到以下困难选股有困扰 择时很迷茫数据太繁杂 投资方向难中信箭头打造 智能投股产品点金头为您提供选股 择时 数据 资讯四大板块 九项产品的全方位服务依靠大 数据分析技术和机器学习算法对海量金融数据进行分析和挖掘根据您的风险偏好 投资目 标和择时偏好的因素为您提供一站式投资解决方案资讯好如烟海如何抓住热点点击头盘中 保精选资讯服务为您跟踪市场重大资讯及热点追踪盘中及时提醒把握市场脉动避免钉盘烦 扰选股有困难点击头结合 AN 算法模型借助机器学习掌握市场机会服务包含短线工具尾盘 绝金中线工具北上资金策略根据不同风格为您精选股票值助您优中选优则是买卖难决断点 击头使用经典技术分析指标结合 AI 模型算法跟踪股票波动趋势服务包含神奇 9 转神奇电 波主力密码助力您的则是决策为您透视潜在风险跟踪主线资金流向把握波段机会分析数据 太麻烦点击头数据策略结合市场深度数据为您提供多维度数据视角帮您看清数据背后的市 场动向服务包含护身岗资金高级整股融资追击指数和绿灯决策之前参考数据反馈选股则是 更简单还可以试试安心投固收家策略服务精选场内基金稳健投资省心安心点金头提供两种 收费方式可以根据您的交易习惯自由选择如您交易频次较高一次性付费使用期内随心使用 如您交易频次较低可以选择 0 元签约体验每笔交易额外收取 8.8 元不交易不收费可用极低 成本享受 9 项优质权益性价比超高
本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看点金投炒股利器一站式全能服务包

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

您的投资是否遇到以下困难

到以下闲难

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投品种包含权类的投资者，如您不符合要求，建议退出观看。

选股困扰

选股有困扰

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

7择时迷茫择时很迷茫

择时很迷茫

议退出观着

数据繁杂

数据太繁杂

本产品适合风险承受能力等级为稳健（

品种包含权益类的投资者，如您不符合要求，建议退出观看

氨君繁杂

投资方向难

本产品适合风险承受能力等级为稳健（3 ）及以上 以投资品种包含权益类的投资者，如您不符音要求，建议退

择时迷

选股困扰

数猴紧杂

投资方向难

中信建投打造智能投顾产品「点金投

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

T金

中信建投打能投丽产品「点金投

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种如您不符合要求，建议退出观看投

中信建投打造智能投顾产品「点金投

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权如您不符合要求建议退出观看投

为您提供选股择时数据资讯四大板块

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

为您提供选股择时数据资讯四大板块

本产品适合风险承受能力等级为稳健（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

选股择时投数据

为您提供选股择时数据资讯四大板块

本产品适合风险承受能力等级为稳健（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

北上资金策略

尾盘掘金 选股

神奇九转

主动密码

投

择时

融资追击

高级诊股

神奇电波

高级诊股 神奇电波

数据

安心投

资讯

盘中宝

九项产品的全方位服务

本产品适合风险承受能力等级为
| 点金投要素表——资讯+选股+择时+诊股+数据大集合 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 6 | 四大签约理由 | 1、集合资讯+选股+择时+诊股的功能，全方位辅助投资者决策。 |
| |              | | 2、灵活的付费方式，既可付费15000元体验一年，也可以0元签约，每笔交易付费8.8元，性价比高。 |
| |              | | 3、签约人次超15万，后端一次签约永久解锁10款智能工具。 |
| |              | | 4、AI机器学习选股，通过历史规律挖掘投资机会；并每个季度迭代，更好适应当下市场 |

| 点金投要素表——资讯+选股+择时+诊股+数据大集合 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 7 | 如何正确应用 | 资讯：可参考盘中宝 |
| |              | | 选股：可参考尾盘掘金（短线）、北上资金策略（中长线） |
| |              | | 择时：可参考神奇电波、神奇九转、主力密码 |
| |              | | 诊股：可参考主力密码、高级诊股、融资追击 |
| |              | | 数据策略：数据可参考沪深港资金、指数红绿灯、固收+策略可参考安心投 |

| 点金投要素表——资讯+选股+择时+诊股+数据大集合 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 8 | 目标客户画像 | 【选股/择时能力欠佳】、【抓不住热点】、【有一定投资经验但仍需补充的老手】、【喜欢投研】 |

| 点金投要素表——资讯+选股+择时+诊股+数据大集合 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 9 | 服务内容 | 买1得10。签约获得盘中宝、神奇电波、神奇九转、主力密码、尾盘掘金、北上资金策略、沪深港资金、高级诊股、安心投、融资追击、指数红绿灯等10款产品使用权。 |
| 点金投要素表——资讯+选股+择时+诊股+数据大集合 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | 23 | 风险提示 | 点金投服务包是一系列投资工具的组合，这些投资工具基于上海证券交易所、深圳证券交易所等公开信息建立分析模型。请投资者在订阅前理解具体机制，避免发生模型策略与您预想不一致的情况。点金投服务包的信息仅供参考，不构成具体投资建议，不作为您买入和卖出的操作建议。投资者依点金投服务包中信息投资所引发或可能引发的任何损失，由投资者自行承担。市场有风险，投资需谨慎。 |

| 点金投要素表——资讯+选股+择时+诊股+数据大集合 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 操作要求 | !!! | 创收&提成 | 员工销售点金投，计入60%业绩创收，提成为创收的50%。例：点金投年度价格为15000元，创收为9000元，业绩提成为4500元。后端每笔收费8.8元，每笔创收为5.3元，每笔业绩提成为2.6元。 |
